Poster_Url,poster_path,download_status,download_error,poster_available,poster_width,poster_height,poster_aspect_ratio,poster_format,poster_validation_error
https://image.tmdb.org/t/p/original/bOFaAXmWWXC3Rbv4u4uM9ZSzRXP.jpg,data/poster_cache/4639ac8d19d3b9e9591e9607bb121bd26e6782929109748249b59d53b8e3786f.jpg,cached,,True,1895,2842,0.6667839549612948,JPEG,
https://image.tmdb.org/t/p/original/vFIHbiy55smzi50RmF8LQjmpGcx.jpg,data/poster_cache/d063ca35f8c84dd5e8d42ec7a1a29485b413b72aa667f11a67b3f43c49923b16.jpg,cached,,True,2000,3000,0.6666666666666666,JPEG,
https://image.tmdb.org/t/p/original/xF1uc2pEf34X2G41wvZaF5H0V7C.jpg,data/poster_cache/fb7bdc11e3f7046b7dd195579ea688e2a14566ea0dfb2dc66f3f2b4f28e6d996.jpg,cached,,True,2000,3000,0.6666666666666666,JPEG,
https://image.tmdb.org/t/p/original/iPTZGFmPs7HsXHYxiuxGolihjOH.jpg,data/poster_cache/cddd66c3b9122937aa2183e95b423d32c9b3f59514a4db8a7637bc3c331844f5.jpg,cached,,True,1482,2222,0.666966696669667,JPEG,
https://image.tmdb.org/t/p/original/rMp04rYhy4yfOfjZq5F9R3wkeqo.jpg,data/poster_cache/5a6b6c8df7f8b3b284cc7a9e3af44c87bac3851e0922a0fbe7293185f1a09515.jpg,cached,,True,500,750,0.6666666666666666,JPEG,
https://image.tmdb.org/t/p/original/xbSuFiJbbBWCkyCCKIMfuDCA4yV.jpg,data/poster_cache/c7e9b8cbb33397e94984c7851a4b9358555082b5aa92f300fb372478638e6007.jpg,cached,,True,2000,3000,0.6666666666666666,JPEG,
https://image.tmdb.org/t/p/original/2OTIAx8AmwGCaXmq5ohQCyPUjdC.jpg,data/poster_cache/f0cd273486bf72831adc629b3a17d6940d31201a373f2515443c26ea21afcfab.jpg,cached,,True,2000,3000,0.6666666666666666,JPEG,
https://image.tmdb.org/t/p/original/8RyASTsrKKRnQ9xSGJDuImD8cjX.jpg,data/poster_cache/acb970f9b017a2bdb8be986651edcb86a111360fe5217804da23989cf86443ed.jpg,cached,,True,687,1012,0.6788537549407114,JPEG,
https://image.tmdb.org/t/p/original/4msDckyD51Fx3qzVRHtb3lFHo2c.jpg,data/poster_cache/29b6ccfd05e182bc1c299be506bd059a617b3211aaad0b51143f479c1ffafe24.jpg,cached,,True,1280,1804,0.7095343680709535,JPEG,
https://image.tmdb.org/t/p/original/2ip2iDBSXfdHeXpR2qETGr5Q76V.jpg,data/poster_cache/a3b0ccfbafbbf9d90edbd5bf968d04d2c2f013ad53906c0ede3093affd1dbe98.jpg,cached,,True,2000,3000,0.6666666666666666,JPEG,
https://image.tmdb.org/t/p/original/lPsD10PP4rgUGiGR4CCXA6iY0QQ.jpg,data/poster_cache/69f92f3bffdf7422ed8b1fe1dfd083ef0a3662f46cd4c94e0b963a1eab4b3a13.jpg,cached,,True,2000,3000,0.6666666666666666,JPEG,
https://image.tmdb.org/t/p/original/6MS0QEl7UK2gdFFbHfNwuYlsq4H.jpg,data/poster_cache/24aab61befb6034c6e8258145a64215273b0c643e8c876fb3afa89029aa0bd70.jpg,cached,,True,1175,1763,0.6664775950085082,JPEG,
https://image.tmdb.org/t/p/original/i6TRDlVuuEXMyLSlIkDd8YhBN0r.jpg,data/poster_cache/bcb9d5387f1d97546b46b34468e179e599ade45e2c02e337fd5677b59eb968da.jpg,cached,,True,960,1440,0.6666666666666666,JPEG,
https://image.tmdb.org/t/p/original/a6balsDWCFMHPaPT6rFoBpNjR6z.jpg,data/poster_cache/d949941706c061aa11b8cfcd46349e3f16e28e4376421a87340ee715e52eee88.jpg,cached,,True,2000,3000,0.6666666666666666,JPEG,
https://image.tmdb.org/t/p/original/qAZ0pzat24kLdO3o8ejmbLxyOac.jpg,data/poster_cache/9b80d67ab5257bb849522bee6c49b52412fa2fbc6df3f8d5eea59606d64601e5.jpg,cached,,True,1000,1500,0.6666666666666666,JPEG,
https://image.tmdb.org/t/p/original/8RW2runSEc34IwKN2D1aPcJd2UL.jpg,data/poster_cache/14ed3f817658a8bb0805cc55b991dfdedde61be4cb7e38b73e46fbde5fccde1f.jpg,cached,,True,2000,3000,0.6666666666666666,JPEG,
